,id,type,xyz,cif,smiles,structure_metadata,doi,orca_out,orca_xyz,singlet_energy,triplet_energy,quintet_energy,journal
23,BORJEY,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BORJEY_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BORJEY.cif,[Zn]123(n4c5=C(C6=[N]3C(=C(c3ccc(C(=C7C=CC(=[N]17)C(=c4cc5)c1ccccc1)c1ccccc1)n23)c1ccccc1)C=C6)c1ccccc1)N1[CH]C(=CC=C1)N,"{""audit_creation_date"": ""2009-08-25"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BORJEY"", ""database_code_depnum_ccdc_archive"": ""CCDC 706362"", ""chemical_formula_sum"": ""C49 H34 N6 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2009"", ""journal_page_first"": ""727"", ""journal_name_full"": ""Eur.J.Inorg.Chem. "", ""publ_author_name"": [""T.Kojima"", ""T.Nakanishi"", ""T.Honda"", ""R.Harada"", ""M.Shiro"", ""S.Fukuzumi""]}",10.1002/ejic.200801040,,,-3991.83489657038,-3991.776474961923,-3991.708378035723,Eur.J.Inorg.Chem. 
24,BORJIC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BORJIC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BORJIC.cif,[Zn]123(N4[CH]C=C(C=C4)N)n4c5ccc4C(=C4C=CC(=[N]34)C(=c3ccc(=C(C4=[N]1C(=C5c1ccccc1)C=C4)c1ccccc1)n23)c1ccccc1)c1ccccc1,"{""audit_creation_date"": ""2009-08-25"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BORJIC"", ""database_code_depnum_ccdc_archive"": ""CCDC 706363"", ""chemical_formula_sum"": ""C50 H35 Cl3 N6 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2009"", ""journal_page_first"": ""727"", ""journal_name_full"": ""Eur.J.Inorg.Chem. "", ""publ_author_name"": [""T.Kojima"", ""T.Nakanishi"", ""T.Honda"", ""R.Harada"", ""M.Shiro"", ""S.Fukuzumi""]}",10.1002/ejic.200801040,,,-3991.841398469686,-3991.783228627158,-3991.714783056122,Eur.J.Inorg.Chem. 
25,BORJOI,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BORJOI_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BORJOI.cif,[Zn]123([NH2]c4cccnc4)n4c5=C(C6=[N]3C(=C(c3c(c(c(C(=C7C=CC(=[N]17)C(=c4c(c5c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)n23)c1ccccc1)c1ccccc1)c1ccccc1)C=C6)c1ccccc1,"{""audit_creation_date"": ""2009-08-25"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BORJOI"", ""database_code_depnum_ccdc_archive"": ""CCDC 706364"", ""chemical_formula_sum"": ""C73 H50 N6 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2009"", ""journal_page_first"": ""727"", ""journal_name_full"": ""Eur.J.Inorg.Chem. "", ""publ_author_name"": [""T.Kojima"", ""T.Nakanishi"", ""T.Honda"", ""R.Harada"", ""M.Shiro"", ""S.Fukuzumi""]}",10.1002/ejic.200801040,,,-4914.374882327562,-4914.316321636281,-4914.249462390709,Eur.J.Inorg.Chem. 
26,BORKEZ,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BORKEZ_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BORKEZ.cif,c1ccc(cc1)c1c(c2ccccc2)c2n3c1C(=C1[N]4=C(C(=c5n6c(=C(C7=[N](C(=C2c2ccccc2)C(=C7c2ccccc2)c2ccccc2)[Zn]346N2[CH]C=C(C=C2)N)c2ccccc2)c(c5c2ccccc2)c2ccccc2)c2ccccc2)C(=C1c1ccccc1)c1ccccc1)c1ccccc1,"{""audit_creation_date"": ""2009-08-24"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BORKEZ"", ""database_code_depnum_ccdc_archive"": ""CCDC 706367"", ""chemical_formula_sum"": ""C104 H82 Cl2 N6 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2009"", ""journal_page_first"": ""727"", ""journal_name_full"": ""Eur.J.Inorg.Chem. "", ""publ_author_name"": [""T.Kojima"", ""T.Nakanishi"", ""T.Honda"", ""R.Harada"", ""M.Shiro"", ""S.Fukuzumi""]}",10.1002/ejic.200801040,,,-5836.918404546481,-5836.870751391232,-5836.805408519864,Eur.J.Inorg.Chem. 
27,BUFMUN,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BUFMUN_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BUFMUN.cif,c1cc(c2c3=CC4=[N]5[Ni@]67[N]8=C(C=CC8=C(c8ccc(C(=C5C=C4c4ccc(C=O)o4)c4ccc(cc4)C)n68)CCCC)C(=c(c2)n37)c2ccc(cc2)C)oc1C=O,"{""audit_creation_date"": ""2019-12-30"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BUFMUN"", ""database_code_depnum_ccdc_archive"": ""CCDC 1892186"", ""chemical_formula_sum"": ""C49 H37 Cl3 N4 Ni1 O4"", ""chemical_formula_moiety"": """", ""journal_volume"": ""58"", ""journal_year"": ""2019"", ""journal_page_first"": ""10946"", ""journal_name_full"": ""Angew.Chem.,Int.Ed. "", ""publ_author_name"": [""W.Stawski"", ""K.Hurej"", ""J.Skonieczny"", ""M.Pawlicki""]}",10.1002/anie.201904819,,,-3875.222787668177,,-3875.142451634313,"Angew.Chem.,Int.Ed. "
28,BUGJIX,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BUGJIX_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BUGJIX.cif,C12=C(c3ccccc3)c3ccc4C(=C5C(=C(C6=[N]5[Zn]5([N]2=C(C(=C1Br)Br)C(=c1ccc(=C6c2ccccc2)n51)c1ccccc1)(n34)N1[CH]C=CC=C1)Br)Br)c1ccccc1,"{""audit_creation_date"": ""2010-08-15"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BUGJIX"", ""database_code_depnum_ccdc_archive"": ""CCDC 737940"", ""chemical_formula_sum"": ""C51 H34 Br3 Cl2 N5 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""51"", ""journal_year"": ""2010"", ""journal_page_first"": ""40"", ""journal_name_full"": ""Tetrahedron Lett. "", ""publ_author_name"": [""P.Bhyrappa"", ""V.Velkannan""]}",10.1016/j.tetlet.2009.10.039,,,-14229.5473536534,-14229.495440571802,-14229.425566811002,Tetrahedron Lett. 
29,BUSFON,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BUSFON_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BUSFON.cif,[Zn]123(n4c5=C(c6ccccc6)C6=[N]1C(=C(c1ccc(C(=C7C=CC(=[N]37)C(=c4cc5)c3ccccc3)c3ccccc3)n21)c1ccccc1)C=C6)O[N](C)(C)C,"{""audit_creation_date"": ""2020-06-01"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BUSFON"", ""database_code_depnum_ccdc_archive"": ""CCDC 921098"", ""chemical_formula_sum"": ""C48 H39 Cl2 N5 O1 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2020"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""N.Paul"", ""R.Sarkar"", ""S.Sarkar""]}",10.30707/tlcsd4.3/jnxd4642,,,-3937.941028184671,-3937.881993830092,-3937.813747411394,CSD Communication(Private Communication) 
30,BUVKOV,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BUVKOV_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BUVKOV.cif,[Co]123(C(=O)OC)[N]4=C5C=CC4=C(c4ccc(O)cc4)c4n3c(C(=C3C=CC(=[N]23)C(=c2ccc(=C5c3c(cc(cc3C)C)C)n12)c1c(cc(cc1C)C)C)c1c(cc(cc1C)C)C)cc4,"{""audit_creation_date"": ""2020-06-02"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BUVKOV"", ""database_code_depnum_ccdc_archive"": ""CCDC 1972804"", ""chemical_formula_sum"": ""C55 H49 Co1 N4 O3"", ""chemical_formula_moiety"": """", ""journal_volume"": ""11"", ""journal_year"": ""2020"", ""journal_page_first"": ""4387"", ""journal_name_full"": ""Polym.Chem. "", ""publ_author_name"": [""Zhenqiang Wu"", ""Chi-How Peng"", ""Xuefeng Fu""]}",10.1039/d0py00587h,,,-3948.638729861561,-3948.569497640155,-3948.553261298768,Polym.Chem. 
31,BUXVOG,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/BUXVOG_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/BUXVOG.cif,c1c(c(c2cc(cs2)OCCCCCC)sc1c1scc(OCCCCCC)c1)/C=C/C1=c2ccc3=C(C4=[N]5C(=Cc6n7[Ni@@]5([N]5=C1C=CC5=C(c1ccccc1)c7cc6)n23)C=C4)c1ccccc1,"{""audit_creation_date"": ""2011-01-20"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""BUXVOG"", ""database_code_depnum_ccdc_archive"": ""CCDC 733393"", ""chemical_formula_sum"": ""C58 H52 N4 Ni1 O2 S3"", ""chemical_formula_moiety"": """", ""journal_volume"": ""211"", ""journal_year"": ""2010"", ""journal_page_first"": ""359"", ""journal_name_full"": ""Macromol.Chem.Phys. "", ""publ_author_name"": [""M.J.Zollner"", ""J.S.Frahmcke"", ""M.Elstner"", ""U.Jahn"", ""P.G.Jones"", ""E.Becker"", ""W.Kowalsky"", ""H.-H.Johannes""]}",10.1002/macp.201090038,,,-5309.050114745611,-5309.02690409247,,Macromol.Chem.Phys. 
32,CAHCOH,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CAHCOH_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CAHCOH.cif,S=C(N[C@H]1[C@@H](CCCC1)[NH2][Zn]123[N]4=C5C(=c6ccc(=C(C7=[N]2C(=C(c2ccc(Cl)cc2)c2n1c(C(=C4C=C5)c1ccc(Cl)cc1)cc2)C=C7)c1ccc(cc1)Cl)n36)c1ccc(cc1)Cl)Nc1ccccc1,"{""audit_creation_date"": ""2021-10-21"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CAHCOH"", ""database_code_depnum_ccdc_archive"": ""CCDC 2081478"", ""chemical_formula_sum"": ""C58 H45 Cl6 N7 S1 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""9"", ""journal_year"": ""2021"", ""journal_page_first"": ""278"", ""journal_name_full"": ""Chemosensors "", ""publ_author_name"": [""N.Konrad"", ""M.Horetski"", ""M.Sihtmae"", ""Khai-Nghi Truong"", ""I.Osadchuk"", ""T.Burankova"", ""M.Kielmann"", ""J.Adamson"", ""A.Kahru"", ""K.Rissanen"", ""M.O.Senge"", ""V.Borovkov"", ""R.Aav"", ""D.Kananovich""]}",10.3390/chemosensors9100278,,,-6594.685653202764,-6594.627825163347,-6594.559999511982,Chemosensors 
33,CAQMUF,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CAQMUF_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CAQMUF.cif,c1(c(c(c(c(c1F)F)F)F)F)C1=c2n3[Ni@@]45[N]6=C(C(=c3cc2)O)C=CC6=C(c2n4c(cc2)C(=C2[N]5=C1C=C2)c1c(c(c(c(F)c1F)F)F)F)c1c(F)c(F)c(F)c(F)c1F,"{""audit_creation_date"": ""2017-05-23"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CAQMUF"", ""database_code_depnum_ccdc_archive"": ""CCDC 1536338"", ""chemical_formula_sum"": ""C44 H21.5 F15 N4 Ni1 O3"", ""chemical_formula_moiety"": """", ""journal_volume"": ""46"", ""journal_year"": ""2017"", ""journal_page_first"": ""8924"", ""journal_name_full"": ""Dalton Trans. "", ""publ_author_name"": [""Y.Sasano"", ""N.Yasuda"", ""H.Maeda""]}",10.1039/c7dt01635b,,,-4749.927953984254,-4749.908653488809,-4749.847226637579,Dalton Trans. 
34,CAQNEO,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CAQNEO_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CAQNEO.cif,[Ru]123([N]4=C5C(=C(C4=Cc4c(c(c(C=C6C(=C(C(=[N]26)C=c2c(c(c(=C5)n12)CC)CC)CC)CC)n34)CC)CC)CC)CC)([N][O])Cl,"{""audit_creation_date"": ""2005-09-21"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CAQNEO"", ""database_code_depnum_ccdc_archive"": ""CCDC 236941"", ""chemical_formula_sum"": ""C37 H46 Cl3 N5 O1 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""358"", ""journal_year"": ""2005"", ""journal_page_first"": ""2855"", ""journal_name_full"": ""Inorg.Chim.Acta "", ""publ_author_name"": [""Nan Xu"", ""Jonghyuk Lee"", ""D.R.Powell"", ""G.B.Richter-Addo""]}",10.1016/j.ica.2004.06.031,,,-2299.717883466926,-2299.648013426286,-2299.560565664087,Inorg.Chim.Acta 
35,CASNOC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CASNOC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CASNOC.cif,c1(CCC(=O)OC)c2C=C3C(=C(C4=[N]3[Zn@@]35n6c(=C4)c(c(c6=CC4=[N]3C(=Cc(n25)c1C)C(=C4C)C)C)C)C)CCC(=O)OC,"{""audit_creation_date"": ""2017-05-24"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CASNOC"", ""database_code_depnum_ccdc_archive"": ""CCDC 1552212"", ""chemical_formula_sum"": ""C34 H36 N4 O4 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2017"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""J.Caleb Clark"", ""F.R.Fronczek"", ""M.Graca H.Vicente""]}",10.1093/acrefore/9780190228613.013.460,,,-3613.809981925973,-3613.741435071897,-3613.673251325781,CSD Communication(Private Communication) 
36,CEBMAZ,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CEBMAZ_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CEBMAZ.cif,c1(ccccc1)C1=C2[N]3=C(C(=c4ccc5=C(c6ccccc6)C6=[N]7C(=C(c8n([Zn@]37n45)c1cc8[C@@H]1N(c3ccc(cc3)C)[N][C](C1)C(=O)OCC)c1ccccc1)C=C6)c1ccccc1)C=C2,"{""audit_creation_date"": ""2013-02-22"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CEBMAZ"", ""database_code_depnum_ccdc_archive"": ""CCDC 878828"", ""chemical_formula_sum"": ""C57 H42 N6 O2 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""68"", ""journal_year"": ""2012"", ""journal_page_first"": ""8181"", ""journal_name_full"": ""Tetrahedron "", ""publ_author_name"": [""N.M.M.Moura"", ""M.A.F.Faustino"", ""M.G.P.M.S.Neves"", ""A.C.Tome"", ""E.M.Rakib"", ""A.Hannioui"", ""S.Mojahidi"", ""S.Hackbarth"", ""B.Roder"", ""F.A.A.Paz"", ""A.M.S.Silva"", ""J.A.S.Cavaleiro""]}",10.1016/j.tet.2012.07.072,,,-4451.288091693374,-4451.224980576256,-4451.15732307398,Tetrahedron 
37,CEHVIX,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CEHVIX_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CEHVIX.cif,C1(=c2n3[Fe]45(N6[CH]N(C=C6)C)([N]6=C1C=CC6=C(c1ccc(C(=C6C=CC(=[N]46)C(=c3cc2)c2ccccc2NC(=O)c2n(cnc2)C)c2c(NC(=O)c3cncn3C)cccc2)n51)c1c(cccc1)NC(=O)c1cncn1C)N1[CH]N(C)C=C1)c1ccccc1NC(=O)c1cncn1C,"{""audit_creation_date"": ""2017-10-05"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CEHVIX"", ""database_code_depnum_ccdc_archive"": ""CCDC 1507718"", ""chemical_formula_sum"": ""C78.4 H72.8 Fe1 N20 O5.6"", ""chemical_formula_moiety"": """", ""journal_volume"": ""56"", ""journal_year"": ""2017"", ""journal_page_first"": ""12615"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""Zhen Yao"", ""C.E.Schulz"", ""Nana Zhan"", ""Jianfeng Li""]}",10.1021/acs.inorgchem.7b02092,,,,,,Inorg.Chem. 
38,CEHVUJ,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CEHVUJ_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CEHVUJ.cif,c1(cncn1C)C(=O)Nc1c(C2=c3ccc4=C(c5ccccc5NC(=O)c5cncn5C)C5=[N]6[Fe]7(n34)(n3c(ccc3C(=C3C=CC2=[N]73)c2ccccc2NC(=O)c2cncn2C)C(=C6C=C5)c2ccccc2NC(=O)c2cncn2C)(N2[CH]N(C=C2)CC)N2[CH]N(C=C2)CC)cccc1,"{""audit_creation_date"": ""2017-10-05"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CEHVUJ"", ""database_code_depnum_ccdc_archive"": ""CCDC 1507719"", ""chemical_formula_sum"": ""C80 H70 Fe1 N20 O4"", ""chemical_formula_moiety"": """", ""journal_volume"": ""56"", ""journal_year"": ""2017"", ""journal_page_first"": ""12615"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""Zhen Yao"", ""C.E.Schulz"", ""Nana Zhan"", ""Jianfeng Li""]}",10.1021/acs.inorgchem.7b02092,,,,,,Inorg.Chem. 
39,CETWON,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CETWON_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CETWON.cif,c1ccc(cc1)C1=c2ccc3=C(c4ccccc4)C4=[N]5[Fe]6(O[S@@]([O])C7=C[C]=[C]C=[C]7)(n7c(ccc7C(=C5C=C4)c4ccccc4)C(=C4C=CC1=[N]64)c1ccccc1)n23,"{""audit_creation_date"": ""1985-02-07"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CETWON"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C50 H33 Fe1 N4 O2 S1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""1984"", ""journal_page_first"": ""567"", ""journal_name_full"": ""J.Chem.Soc.,Dalton Trans. "", ""publ_author_name"": [""P.Cocolios"", ""G.Lagrange"", ""R.Guilard"", ""H.Oumous"", ""C.Lecomte""]}",10.1039/dt9840000567,,,-3950.569939834924,-3950.544838341231,-3950.588866569174,"J.Chem.Soc.,Dalton Trans. "
40,CEZKEX01,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CEZKEX01_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CEZKEX01.cif,c1ccccc1C1=c2ccc3=C(C4=[N]5[Pt@]6([N]7=C1C=CC7=C(c1ccc(C(=C5C=C4)c4ccccc4)n61)c1ccccc1)n23)c1ccccc1,"{""audit_creation_date"": ""2014-07-11"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CEZKEX01"", ""database_code_depnum_ccdc_archive"": ""CCDC 753551"", ""chemical_formula_sum"": ""C44 H28 N4 Pt1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2010"", ""journal_page_first"": null, ""journal_name_full"": ""CSD Communication(Private Communication) "", ""publ_author_name"": [""S.D.Hoffmann"", ""T.F.Faessler"", ""J.W.Buchler""]}",10.1007/978-3-642-03296-7_9,,,-2028.843006603416,-2028.770578472408,-2028.697075885087,CSD Communication(Private Communication) 
41,CIBTIS,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CIBTIS_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CIBTIS.cif,[Zn]123(N4[CH]C=CC=C4)[N]4=C5C=c6ccc(=CC7=[N]2C(=Cc2n1c(C=C4C=C5)cc2)C=C7)n36,"{""audit_creation_date"": ""2013-07-07"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CIBTIS"", ""database_code_depnum_ccdc_archive"": ""CCDC 912743"", ""chemical_formula_sum"": ""C25 H17 N5 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""16"", ""journal_year"": ""2013"", ""journal_page_first"": ""540"", ""journal_name_full"": ""Comptes Rendus Chimie "", ""publ_author_name"": [""C.H.Devillers"", ""A.K.D.Dime"", ""H.Cattey"", ""D.Lucas""]}",10.1016/j.crci.2013.01.015,,,-3013.977455115409,-3013.912902994258,-3013.844332089171,Comptes Rendus Chimie 
42,CICQAG,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CICQAG_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CICQAG.cif,c1(ccccc1)C[NH2][Fe]123([N]4=C5C(=c6ccc(=C(C7=[N]1C(=C(c1ccc(C(=C4C=C5)c4ccccc4)n31)c1ccccc1)C=C7)c1ccccc1)n26)c1ccccc1)[NH2]Cc1ccccc1,"{""audit_creation_date"": ""2000-02-03"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CICQAG"", ""database_code_depnum_ccdc_archive"": ""CCDC 137040"", ""chemical_formula_sum"": ""C58 H46 Fe1 N6"", ""chemical_formula_moiety"": """", ""journal_volume"": ""38"", ""journal_year"": ""1999"", ""journal_page_first"": ""4724"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""O.Q.Munro"", ""P.S.Madlala"", ""R.A.F.Warby"", ""T.B.Seda"", ""G.Hearne""]}",10.1021/ic990178q,,,-3825.765045681476,-3825.73114716145,-3825.730878110112,Inorg.Chem. 
43,CONQOL,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/CONQOL_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/CONQOL.cif,c1(ccccc1)C1=c2cc(c3=C(C4=[N]5[Co]6(n23)([N]2=C1C(=C(C2=C(c1ccc(C(=C5C(=C4Br)Br)c2ccccc2)n61)c1ccccc1)Br)Br)N1OO1)c1ccccc1)N(=O)=O,"{""audit_creation_date"": ""2000-05-03"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""CONQOL"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C48 H35 Br4 Co1 N6 O5"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""1999"", ""journal_page_first"": ""1595"", ""journal_name_full"": ""J.Chem.Soc.,Dalton Trans. "", ""publ_author_name"": [""K.M.Kadish"", ""Zhongping Ou"", ""Xiaoyu Tan"", ""T.Boschi"", ""D.Monti"", ""V.Fares"", ""P.Tagliatesta""]}",10.1039/a809719d,,,,,-13994.152482889967,"J.Chem.Soc.,Dalton Trans. "
44,DAFBOC,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/DAFBOC_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/DAFBOC.cif,Clc1c(C2=c3n4[Ru]56([C](c7ccccc7)c7ccccc7)[N]7=C(C(=c4cc3)c3c(Cl)cccc3Cl)C=CC7=C(c3n5c(cc3)C(=C3C=CC2=[N]63)c2c(Cl)cccc2Cl)c2c(cccc2Cl)Cl)c(Cl)ccc1,"{""audit_creation_date"": ""2004-12-02"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""DAFBOC"", ""database_code_depnum_ccdc_archive"": ""CCDC 224979"", ""chemical_formula_sum"": ""C58 H32 Cl10 N4 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""10"", ""journal_year"": ""2004"", ""journal_page_first"": ""3486"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""Yan Li"", ""Jie-Sheng Huang"", ""Guo-Bao Xu"", ""Nianyong Zhu"", ""Zhong-Yuan Zhou"", ""Chi-Ming Che"", ""Kwok-Yin Wong""]}",10.1002/chem.200490035,,,-6180.645511911666,-6180.593918250738,-6180.524621654985,Chem.-Eur.J. 
45,DAFCIX,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/DAFCIX_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/DAFCIX.cif,C1(=c2ccc3=C(C4=[N]5[Ru]6([C](c7ccccc7)c7ccccc7)(n23)(N2[CH]N(C=C2)C)n2c(C(=C5C=C4)c3c(c(c(c(c3F)F)F)F)F)ccc2C(=C2C=CC1=[N]62)c1c(c(c(c(c1F)F)F)F)F)c1c(c(c(c(c1F)F)F)F)F)c1c(c(c(c(c1F)F)F)F)F,"{""audit_creation_date"": ""2004-12-02"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""DAFCIX"", ""database_code_depnum_ccdc_archive"": ""CCDC 224983"", ""chemical_formula_sum"": ""C61 H24 F20 N6 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""10"", ""journal_year"": ""2004"", ""journal_page_first"": ""3486"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""Yan Li"", ""Jie-Sheng Huang"", ""Guo-Bao Xu"", ""Nianyong Zhu"", ""Zhong-Yuan Zhou"", ""Chi-Ming Che"", ""Kwok-Yin Wong""]}",10.1002/chem.200490035,,,,,,Chem.-Eur.J. 
